CustomerID,Age,Sex,Job,Marital_Status,Education_Level,Credit_Default,Housing_Loan,Personal_Loan,Contact_Method,Contact_Month,Contact_WeekDay,NoContacts_Current_Campaign,Pdays,NoContacts_PrevCampaigns,Prev_Outcome,Emp_Var_Rate,Monthly_CPI,Monthly_CCI,Euribor3m,No_Employed,Outcome
hfc595bl,43,M,admin.,divorced,high.school,unknown,yes,no,cellular,mar,mon,3,999,0,nonexistent,-1.8,93.369,-34.8,0.74,5008.7,1
hnw518yg,49,M,self-employed,married,high.school,unknown,yes,yes,cellular,sep,fri,6,999,0,nonexistent,1.4,93.918,-42.7,4.964,5228.1,0
rie438oh,30,F,management,married,university.degree,no,no,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.6,0.715,5008.7,1
jwm717im,36,M,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,1,999,1,failure,-2.9,92.201,-31.4,0.876,5076.2,0
zsx897nr,38,M,technician,married,professional.course,unknown,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
xtr763dn,38,F,technician,married,basic.4y,no,no,yes,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
avg438km,33,M,blue-collar,married,basic.9y,no,no,no,cellular,nov,fri,4,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
dyw984cs,48,F,admin.,single,professional.course,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
ewk296ms,33,M,entrepreneur,single,basic.4y,unknown,yes,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
ptr423gu,68,F,retired,married,basic.4y,no,yes,yes,cellular,jul,tue,2,999,0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,0
map247sc,38,F,management,single,university.degree,no,no,no,cellular,jun,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
wpp422pf,52,M,blue-collar,married,unknown,unknown,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
xim613we,34,F,management,married,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
nuo489mi,33,M,technician,divorced,professional.course,no,no,no,cellular,mar,thu,3,999,0,nonexistent,-3.4,92.201,-30.1,0.645,5076.2,0
wvf962ux,61,M,blue-collar,married,basic.6y,no,yes,no,cellular,may,mon,1,3,2,success,-1.8,92.893,-46.2,1.206,5099.1,1
otm638pg,31,F,blue-collar,married,basic.4y,no,yes,no,telephone,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.959,5228.1,0
vla382di,38,F,blue-collar,single,professional.course,no,no,no,telephone,may,fri,14,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
uzn867eo,56,F,services,married,basic.9y,unknown,yes,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.96,5228.1,0
mxj522uc,31,M,blue-collar,married,basic.9y,no,yes,no,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42,4.286,5195.8,0
cci292gg,41,M,technician,married,high.school,unknown,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
sbx194ym,42,F,technician,married,professional.course,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.286,5099.1,0
qov723vf,53,F,admin.,married,basic.9y,unknown,no,no,cellular,may,mon,9,999,0,nonexistent,-1.8,92.893,-46.2,1.26,5099.1,0
xts752lq,39,M,entrepreneur,married,university.degree,no,yes,no,cellular,may,thu,4,999,0,nonexistent,-1.8,92.963,-46.2,1.281,5099.1,0
mpv962ns,55,F,blue-collar,divorced,basic.4y,unknown,no,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.968,5228.1,0
xfb992zs,47,M,services,married,basic.9y,no,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
epi524oe,31,F,technician,married,high.school,unknown,yes,no,cellular,apr,mon,5,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
sdk627vt,35,F,admin.,married,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
rqr858jn,33,M,admin.,married,high.school,no,yes,no,cellular,feb,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
gfo466rd,40,F,admin.,single,university.degree,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
xcy653on,40,F,services,married,basic.9y,no,yes,yes,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
ffd541dv,26,F,admin.,single,university.degree,no,yes,no,telephone,may,tue,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
vju814sc,35,F,services,married,professional.course,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
jzu376vf,40,F,blue-collar,single,professional.course,no,unknown,unknown,cellular,aug,wed,12,999,0,nonexistent,1.4,93.444,-36.1,4.961,5228.1,0
mdl176ir,33,M,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
efa218yj,39,M,blue-collar,single,basic.4y,no,no,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.964,5228.1,0
mdk891ra,41,F,technician,married,high.school,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
dgx359kf,46,F,admin.,married,university.degree,no,yes,no,telephone,may,mon,7,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
xky219ck,50,F,management,married,professional.course,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
kfb538zh,56,F,retired,married,basic.4y,no,yes,no,telephone,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
ckd598px,33,F,technician,married,university.degree,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.827,5191,1
hhu491sk,24,M,admin.,single,unknown,no,yes,no,cellular,may,fri,1,999,1,failure,-1.1,94.199,-37.5,0.715,4963.6,0
sdh814tc,57,F,management,married,university.degree,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
fmi448nz,32,M,admin.,single,university.degree,no,yes,no,telephone,apr,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
tam519pa,30,F,entrepreneur,married,university.degree,no,no,yes,telephone,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
rvy482nk,29,M,admin.,single,university.degree,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
vut178pn,32,F,admin.,married,university.degree,no,no,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
rpu638yu,37,F,admin.,single,university.degree,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.965,5228.1,0
sds134yi,29,F,technician,single,professional.course,no,no,no,telephone,mar,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
ncq922na,54,F,admin.,married,basic.6y,no,no,no,cellular,may,tue,3,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
mee321zd,33,F,blue-collar,divorced,basic.4y,no,no,no,cellular,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
jty822vc,46,M,technician,divorced,professional.course,no,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
aci395vz,36,F,management,divorced,basic.4y,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
zzj891wd,43,F,admin.,single,basic.6y,unknown,yes,no,cellular,may,thu,13,999,0,nonexistent,1.4,93.918,-42.7,4.964,5228.1,0
cgw743kz,49,F,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
vnl254qy,27,F,services,single,high.school,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.964,5228.1,0
eck824lv,57,F,housemaid,married,basic.4y,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
sun658az,47,M,blue-collar,married,basic.9y,no,yes,no,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
fhy895tn,25,F,student,single,high.school,no,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
ikg783om,45,F,admin.,married,university.degree,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
ttw688es,47,F,admin.,married,high.school,no,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0
grt617pf,34,M,admin.,married,university.degree,no,no,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
oiv586gz,48,F,admin.,married,high.school,no,no,yes,telephone,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
fmk986uz,45,F,blue-collar,married,high.school,unknown,yes,no,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
yrz169zh,71,M,retired,married,high.school,no,unknown,unknown,cellular,jul,thu,3,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
wyl845ej,31,M,services,single,high.school,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
hgb141tw,31,M,admin.,single,high.school,unknown,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
asa434uz,55,F,retired,married,basic.4y,unknown,yes,yes,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.957,5228.1,0
gea552ai,43,M,management,married,university.degree,unknown,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.1,93.918,-42.7,4.857,5191,0
ubj333pr,49,M,admin.,divorced,basic.9y,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
gax428ti,53,M,self-employed,married,university.degree,no,no,yes,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.893,-40.8,1.262,5076.2,0
avj515at,55,F,retired,married,university.degree,unknown,no,no,telephone,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
opy224eq,46,F,technician,divorced,professional.course,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
kzm283yq,45,M,admin.,married,university.degree,unknown,no,yes,telephone,jun,mon,10,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
esr321xp,26,F,self-employed,single,university.degree,no,yes,no,cellular,may,fri,1,3,1,success,-1.8,92.893,-46.2,1.313,5099.1,0
ink721ig,25,M,services,single,high.school,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.1,93.918,-42.7,4.855,5191,0
lzo957jg,29,F,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
bap583rh,44,F,blue-collar,married,professional.course,no,unknown,unknown,telephone,apr,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.965,5228.1,0
akq938ir,36,M,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
prh517us,34,M,technician,single,professional.course,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
xfd272ea,51,F,unemployed,married,basic.9y,unknown,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
bjv889aw,29,F,admin.,single,basic.9y,no,yes,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
shu292wy,24,M,admin.,single,high.school,no,no,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
dgr676rl,33,M,admin.,married,university.degree,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
fvb168ae,54,F,admin.,married,basic.6y,no,yes,no,cellular,jul,fri,23,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
hwc815px,26,M,admin.,single,university.degree,no,no,no,cellular,may,tue,1,999,2,failure,-0.1,93.2,-42,4.021,5195.8,0
uci754lo,32,F,admin.,single,high.school,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.865,5228.1,0
geq792qs,40,F,management,married,basic.9y,no,no,yes,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
dex842kn,49,F,blue-collar,divorced,basic.6y,unknown,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,93.876,-40,0.715,5008.7,0
wfn983tm,34,F,admin.,married,high.school,no,no,no,cellular,jun,thu,1,999,0,nonexistent,-2.9,92.893,-40.8,1.268,5076.2,0
vep949xz,26,M,blue-collar,single,basic.4y,unknown,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
jjo957wr,44,M,entrepreneur,married,basic.6y,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.958,5228.1,0
hgd825es,26,F,admin.,divorced,basic.9y,no,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
zcj332th,30,M,admin.,married,basic.9y,no,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
lnj981ua,42,M,management,married,professional.course,no,yes,no,telephone,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.965,5228.1,0
kqe231zh,35,M,blue-collar,married,basic.9y,unknown,no,no,cellular,sep,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.961,5228.1,0
tqv875ca,43,F,technician,married,professional.course,unknown,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.968,5228.1,0
rtn988yz,44,F,technician,single,professional.course,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
sml445ex,25,M,admin.,single,professional.course,no,yes,yes,cellular,apr,thu,1,999,1,failure,-1.7,94.199,-37.5,0.663,4991.6,0
hfe793nq,40,F,services,married,high.school,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
cia496ca,53,M,self-employed,married,university.degree,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
guq728mk,37,M,admin.,married,high.school,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
ntk687zw,28,F,blue-collar,single,basic.4y,unknown,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
atr781mh,29,F,admin.,single,high.school,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0
yab662xz,57,F,retired,married,university.degree,no,no,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.961,5228.1,0
phz196sy,50,F,admin.,married,basic.9y,no,no,yes,cellular,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
pxf429ym,33,M,admin.,divorced,professional.course,no,yes,yes,cellular,feb,fri,2,6,6,success,-1.8,92.201,-31.4,0.878,5076.2,1
rau294nd,48,F,admin.,married,high.school,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,1
lee755rl,34,F,technician,married,professional.course,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.968,5228.1,0
mge899ar,45,F,admin.,married,professional.course,no,no,no,telephone,jun,mon,5,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
mlx378cr,31,F,technician,married,professional.course,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
oau256cy,34,M,technician,single,professional.course,no,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.26,5099.1,0
cpc563kb,41,F,technician,married,university.degree,no,yes,no,cellular,aug,mon,2,999,6,failure,-1.1,94.767,-50.8,1.405,5099.1,0
uzi575fi,33,F,blue-collar,married,high.school,no,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
gie998zp,33,M,management,married,professional.course,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
pwu532kn,31,F,blue-collar,married,university.degree,no,yes,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.957,5228.1,0
weu271li,47,F,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
fyy866ne,56,M,retired,married,basic.4y,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
jdw632yg,29,F,admin.,single,university.degree,no,no,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
sbe788sg,47,M,services,married,high.school,unknown,no,no,telephone,aug,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,1
pog439wp,40,M,blue-collar,married,high.school,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
fnf288oy,27,M,admin.,single,high.school,no,no,no,telephone,dec,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
vqa824iq,26,M,admin.,single,university.degree,no,yes,no,cellular,apr,thu,6,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0
buy921pn,34,F,services,married,high.school,no,no,no,telephone,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.733,5195.8,0
mto869ky,34,M,services,single,high.school,no,yes,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.963,5228.1,0
now774jd,52,M,housemaid,married,professional.course,no,no,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.893,-40.8,1.266,5076.2,0
bnn744pj,27,M,student,single,high.school,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.26,5099.1,0
kon522ta,49,F,blue-collar,married,basic.4y,unknown,no,yes,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
fns625gd,49,F,unemployed,married,basic.9y,unknown,yes,no,cellular,nov,tue,7,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
xrh917kl,38,F,entrepreneur,married,high.school,no,no,no,cellular,nov,mon,4,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
zhn947ve,33,M,services,divorced,unknown,unknown,no,no,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,1
rhd747ed,44,F,services,married,high.school,no,yes,no,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
owg517en,35,F,admin.,married,university.degree,unknown,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
sfd141yk,27,F,admin.,married,university.degree,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
nbq786gi,36,F,services,divorced,high.school,no,yes,yes,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,1
bti575ae,31,F,admin.,married,university.degree,no,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.865,5228.1,0
hcv683dc,32,M,technician,single,professional.course,no,no,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
zxb891fj,27,F,student,single,high.school,no,yes,yes,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
kdl945mi,59,F,retired,married,unknown,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
zne576cz,33,F,services,married,high.school,unknown,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
cmv737qr,40,M,entrepreneur,married,high.school,no,yes,no,telephone,may,thu,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,1
plc249pk,54,F,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
wbk187gp,37,M,services,married,high.school,no,no,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
lsm163kv,40,M,technician,married,unknown,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
tdr977to,20,F,student,single,high.school,no,yes,no,telephone,jun,wed,9,999,0,nonexistent,-2.9,92.963,-40.8,1.498,5076.2,0
cmq934re,58,F,retired,married,basic.4y,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,1
aoe242qm,33,M,technician,married,unknown,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
ubw189yl,68,M,retired,married,basic.6y,no,yes,no,cellular,sep,thu,1,999,0,nonexistent,-3.4,92.379,-30.1,0.854,5017.5,1
msd637to,47,M,technician,married,high.school,unknown,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
whz622el,45,M,housemaid,married,university.degree,no,no,yes,cellular,nov,mon,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,1
por245gc,51,M,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
geo831hd,48,F,admin.,married,university.degree,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.252,5099.1,0
oig324oo,34,F,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
awt682ei,37,M,blue-collar,single,basic.9y,no,yes,no,cellular,apr,tue,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1
lqr466zz,30,M,admin.,married,university.degree,no,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
dnr417ot,35,F,self-employed,single,unknown,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
ecw239rs,37,M,self-employed,divorced,university.degree,no,no,no,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.893,-40.8,1.313,5076.2,1
zbi824cz,36,F,self-employed,married,university.degree,no,yes,no,cellular,nov,fri,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
wpf838xi,45,F,technician,married,university.degree,no,yes,yes,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
hqs696dq,33,M,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
ume528pe,37,F,admin.,married,basic.9y,no,yes,no,telephone,jul,thu,10,999,0,nonexistent,1.4,93.918,-42.7,4.864,5228.1,0
awx762wm,34,M,services,married,high.school,no,no,no,telephone,jun,thu,12,999,1,failure,-1.7,94.055,-39.8,0.729,4991.6,0
iky871dy,57,M,admin.,single,professional.course,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
oxw473tq,48,M,self-employed,married,university.degree,no,no,yes,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
ovt748iw,31,F,admin.,married,high.school,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0
kpd946fc,32,M,blue-collar,single,professional.course,no,yes,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
pza656iz,29,M,services,single,high.school,no,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.866,5228.1,0
cmy614ll,32,F,blue-collar,married,basic.9y,unknown,no,yes,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
mja736xc,56,F,management,single,university.degree,unknown,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.966,5228.1,0
vds135iq,51,M,services,single,basic.9y,unknown,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
qdw414yo,39,M,blue-collar,single,basic.9y,no,yes,no,telephone,aug,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
xed769fb,46,F,housemaid,divorced,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,-1.8,92.843,-50,1.405,5099.1,0
ini667qa,47,M,unemployed,unknown,high.school,no,yes,no,telephone,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
vnx386pt,43,M,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
fdh812cc,48,M,management,married,university.degree,unknown,yes,no,cellular,aug,tue,3,999,0,nonexistent,-1.7,94.027,-38.3,1.072,5099.1,1
isq554ch,43,F,services,married,basic.6y,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
glv546kx,37,M,entrepreneur,married,basic.9y,no,no,yes,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
ncb369cq,45,F,blue-collar,single,basic.4y,no,yes,yes,cellular,nov,wed,5,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
oae129vm,29,F,admin.,single,university.degree,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
lhq225xy,36,F,admin.,single,high.school,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
bfl672lm,38,M,services,single,high.school,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
doc917mr,33,M,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,1
tnv485ft,55,F,management,married,high.school,unknown,no,no,cellular,feb,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
yuk434ij,26,M,admin.,single,university.degree,no,unknown,unknown,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
gom687ww,51,M,entrepreneur,married,basic.4y,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
ooj812zh,32,F,blue-collar,married,basic.9y,no,yes,yes,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
rlu355ej,45,M,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
wow533ji,56,F,blue-collar,married,basic.9y,no,no,no,cellular,jul,thu,1,999,0,nonexistent,-1.7,94.199,-40.3,0.904,4991.6,1
